,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
4428,Air_India,AI-9015,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,23,8592
4427,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,23,7838
4426,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,23,7838
4425,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,23,7838
4424,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,23,7469
4423,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,23,7437
4422,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,23,7437
4421,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,23,7341
4420,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,23,7262
4419,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,23,7262
4418,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,23,7575
4417,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,23,7575
4416,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,23,6724
4415,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,8.42,23,6533
4414,Air_India,AI-9809,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.17,23,6344
4413,Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,23,6339
4412,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,23,6312
4411,Air_India,AI-485,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.92,23,6312
4410,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,23,6611
4409,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,23,6611
4408,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,23,6611
4407,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,23,6611
4406,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,23,6611
4405,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,23,6611
4404,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,23,6239
4403,Air_India,AI-807,Delhi,Evening,one,Night,Mumbai,Economy,27.75,23,6181
4402,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,23,6125
4401,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,23,6102
4400,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,23,6081
4399,Air_India,AI-491,Delhi,Morning,one,Afternoon,Mumbai,Economy,3.92,23,6071
4398,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,23,6034
4397,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,23,6019
4396,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,23,5958
4395,GO_FIRST,G8-2403,Delhi,Morning,one,Evening,Mumbai,Economy,8,23,5958
4394,Vistara,UK-855,Delhi,Evening,one,Morning,Mumbai,Economy,15.08,23,6306
4393,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,23,5954
4392,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,23,5954
4391,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,23,5954
4390,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,23,5954
4389,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,23,5954
4388,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,23,5954
4387,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,23,5954
4386,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,23,5954
4385,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,23,5949
4384,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.67,23,6296
4383,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,23,6296
4382,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,23,6296
4381,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,23,6296
4380,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,23,6296
4379,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,23,6296
4378,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,23,6296
4377,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,23,6296
4376,Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Economy,25.08,23,5927
4375,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.17,23,5852
4374,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,23,5810
4373,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,23,5810
4372,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,23,5808
4371,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,23,5806
4370,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,23,5766
4369,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,23,5721
4368,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.92,23,5703
4367,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,23,5703
4366,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.17,23,5588
4365,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,23,5584
4364,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,23,5584
4363,Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Economy,10.33,23,5525
4362,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,23,5507
4361,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,23,5507
4360,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,23,5446
4359,Air_India,AI-764,Delhi,Evening,one,Evening,Mumbai,Economy,24.92,23,5281
4358,Air_India,AI-762,Delhi,Night,one,Evening,Mumbai,Economy,21.58,23,5281
4357,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,23,5281
4356,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,23,5281
4355,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,23,5087
4354,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,23,5087
4353,GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,23,5087
4352,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,23,5087
4351,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,23,5086
4350,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,23,5355
4349,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,23,5355
4348,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,23,5355
4347,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,23,4881
4346,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,23,4881
4345,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,23,4881
4344,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,23,5227
4343,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,23,5227
4342,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,23,5227
4341,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,23,5227
4340,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,23,5227
4339,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,23,5227
4338,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,23,5227
4337,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,23,5227
4336,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,23,5227
4335,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,23,5227
4334,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,23,5227
4333,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,23,5227
4332,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,23,5227
4331,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,23,4793
4330,Indigo,6.00E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,23,4779
4329,Vistara,UK-837,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,23,5040
4328,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,23,5040
4327,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,23,5040
4326,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,23,4968
4325,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26,23,4590
4324,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,23,4461
4323,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,23,4781
4322,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,23,4337
4321,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,23,4337
4320,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,23,4317
4319,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,23,4233
4318,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,23,4212
4317,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,23,4161
4316,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,23,4149
4315,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,23,3968
4314,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,23,3968
4313,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,23,3968
4312,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,23,3963
4311,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,23,3959
4310,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,23,3959
4309,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,23,3855
4308,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,23,3855
4307,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,23,3733
4306,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,23,3733
4305,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,23,3733
4304,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,23,3657
4303,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,23,3570
4302,Indigo,6E-573,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,23,3570
4301,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,23,3570
4300,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,23,3570
4299,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,23,3549
4298,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,23,3549
4297,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,23,3546
4296,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,23,3519
4295,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,23,3519
4294,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,23,3519
4293,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,23,3519
4292,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,23,3330
4291,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,23,3330
4290,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,23,3330
4289,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,23,3623
4288,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,23,3001
4287,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,23,3001
4286,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,23,2844
4285,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,23,2844
4284,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,23,2844
4283,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,23,2791
4282,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,23,3100
4281,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,23,3100
4280,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,23,3100
4279,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,23,3100
4278,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,23,3100
4277,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,23,3001
4276,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,23,2621
4275,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,23,2621
4274,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,23,2621
4273,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,23,2621
4272,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,23,2621
4271,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,23,2476
4270,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,23,2476
4269,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,23,2476
4268,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,23,2476
4267,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,23,2476
4266,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,23,2476
4265,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,2476
4264,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,23,2476
4263,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,23,2409
4262,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,23,2409
4261,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,23,2409
4260,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,23,2409
4259,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,23,2409
4258,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,23,2409
4257,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,23,2409
4256,AirAsia,I5-881,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,23,2409
4255,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,23,2409
4254,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,23,2409
4253,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,23,2409
4252,Indigo,6E-2081,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,23,2410
4251,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,23,2410
4250,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,23,2410
4249,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,23,2410
4248,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,23,2410
4247,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,23,2410
4246,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,23,2410
4245,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,23,2410
4244,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,23,2410
4243,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,23,2410
4242,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,23,2410
4241,GO_FIRST,G8-354,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,23,2410
4240,Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,23,2410
4239,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,2410
4238,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,2410
4237,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,2410
4236,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,23,2410
4235,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,23,2410
4234,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,23,2410
4233,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,23,2410
4232,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,23,2410
4231,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,23,2410
4230,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,23,2700
4229,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,23,2700
4228,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,23,2700
4227,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,23,2700
4226,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,23,2700
4225,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,23,2700
4224,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,23,2700
4223,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2.17,23,2476
4222,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,23,2476
4221,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,23,2476
4220,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,22,11468
4219,GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,22,11295
4218,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,22,10087
4217,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,22,10087
4216,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,22,9410
4215,Air_India,AI-801,Delhi,Evening,one,Night,Mumbai,Economy,29.33,22,8789
4214,Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,22,9120
4213,Air_India,AI-9017,Delhi,Morning,one,Afternoon,Mumbai,Economy,6,22,8024
4212,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,22,7604
4211,Vistara,UK-727,Delhi,Night,one,Night,Mumbai,Economy,23.83,22,7838
4210,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,22,7838
4209,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,22,7469
4208,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,22,7419
4207,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,17,22,7575
4206,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,22,7575
4205,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,22,7575
4204,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,22,7575
4203,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,22,7575
4202,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,22,7575
4201,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,22,7575
4200,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,22,7575
4199,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,22,7569
4198,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,22,7569
4197,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,22,6756
4196,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,22,6756
4195,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,22,6724
4194,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,22,6724
4193,Air_India,AI-9609,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.25,22,6654
4192,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,22,6601
4191,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,22,6601
4190,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,22,6312
4189,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,22,6181
4188,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,22,6181
4187,Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Economy,10.33,22,6050
4186,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,22,5958
4185,GO_FIRST,G8-2403,Delhi,Morning,one,Evening,Mumbai,Economy,8,22,5958
4184,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,22,5954
4183,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,22,5954
4182,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,22,5954
4181,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,22,5954
4180,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,22,5954
4179,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,22,5954
4178,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,22,5949
4177,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,22,6296
4176,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,22,6296
4175,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,22,6296
4174,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,22,6296
4173,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,22,6296
4172,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,22,6296
4171,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,22,6296
4170,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,22,6296
4169,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,22,6296
4168,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,22,6296
4167,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,22,5927
4166,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,22,5852
4165,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,22,5810
4164,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,22,5810
4163,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,22,5806
4162,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,22,5761
4161,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,22,5721
4160,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,22,5693
4159,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,22,5640
4158,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,21.58,22,5588
4157,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,22,5584
4156,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,22,5584
4155,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,22,5857
4154,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,22,5507
4153,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,22,5507
4152,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,22,5857
4151,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,22,5451
4150,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,22,5323
4149,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,22,5323
4148,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,22,5231
4147,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,22,5087
4146,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,22,5087
